lang_pair,source_lang,target_lang,n_shards_in,n_shards_out,rows_total,rows_scored,rows_failed,mean_score,elapsed_sec
und_Kana-lit_Latn,und_Kana,lit_Latn,1,1,110812,110780,32,0.4880,2646.6
pus_Arab-sin_Sinh,pus_Arab,sin_Sinh,1,1,85150,85150,0,0.5792,1969.5
kas_Deva-tel_Telu,kas_Deva,tel_Telu,1,1,138166,138056,110,0.2214,3437.5
und_Beng-dan_Latn,und_Beng,dan_Latn,1,1,107073,107012,61,0.2510,2563.3
khm_Khmr-kan_Knda,khm_Khmr,kan_Knda,1,1,46583,46581,2,0.7132,1125.1
und_Kana-slv_Latn,und_Kana,slv_Latn,1,1,85752,85723,29,0.4798,1932.3
und_Kana-slk_Latn,und_Kana,slk_Latn,1,1,154348,154303,45,0.4782,3530.9
und_Kana-tam_Taml,und_Kana,tam_Taml,1,1,47333,47333,0,0.1840,1120.3
kin_Latn-sna_Latn,kin_Latn,sna_Latn,1,1,300754,300651,103,0.4878,7070.8
isl_Latn-sqi_Latn,isl_Latn,sqi_Latn,1,1,581410,580449,961,0.4730,13113.7
run_Latn-sot_Latn,run_Latn,sot_Latn,1,1,157730,157696,34,0.3825,3603.0
und_Beng-ron_Latn,und_Beng,ron_Latn,1,1,140064,140041,23,0.2756,3407.3
kin_Latn-ssw_Latn,kin_Latn,ssw_Latn,1,1,85803,85687,116,0.2961,2349.0
aeb_Arab-ell_Grek,aeb_Arab,ell_Grek,1,1,201706,201577,129,0.8038,4876.1
und_Kana-tgl_Latn,und_Kana,tgl_Latn,1,1,35350,35347,3,0.5785,1065.6
nep_Deva-tel_Telu,nep_Deva,tel_Telu,1,1,655455,655285,170,0.5755,14342.0
nno_Latn-oci_Latn,nno_Latn,oci_Latn,1,1,39218,39218,0,0.6505,1854.7
und_Beng-ukr_Cyrl,und_Beng,ukr_Cyrl,1,1,75099,75085,14,0.2392,2958.7
kir_Cyrl-mal_Mlym,kir_Cyrl,mal_Mlym,1,1,89200,89194,6,0.5600,3354.7
nno_Latn-pus_Arab,nno_Latn,pus_Arab,1,1,18811,18806,5,0.5573,869.1
plt_Latn-sun_Latn,plt_Latn,sun_Latn,1,1,561185,561121,64,0.6590,14158.7
und_Kana-ukr_Cyrl,und_Kana,ukr_Cyrl,1,1,184766,184738,28,0.4341,6358.5
guj_Gujr-mai_Deva,guj_Gujr,mai_Deva,1,1,291201,291182,19,0.2833,8777.7
hau_Latn-sot_Latn,hau_Latn,sot_Latn,1,1,659937,659834,103,0.5681,16850.7
mkd_Cyrl-nob_Latn,mkd_Cyrl,nob_Latn,1,1,3524016,3522560,1456,0.7724,67120.0
run_Latn-twi_Latn,run_Latn,twi_Latn,1,1,126678,126648,30,0.5025,5516.5
und_Kana-tha_Thai,und_Kana,tha_Thai,1,1,96157,96099,58,0.4326,4833.9
und_Kana-msa_Latn,und_Kana,msa_Latn,1,1,47219,47193,26,0.6738,2822.5
nno_Latn-wln_Latn,nno_Latn,wln_Latn,1,1,58205,58197,8,0.6396,3266.1
und_Kana-urd_Arab,und_Kana,urd_Arab,1,1,55485,55474,11,0.2468,3136.5
pus_Arab-tel_Telu,pus_Arab,tel_Telu,1,1,69509,69509,0,0.6466,3730.0
xav_Latn-ron_Latn,xav_Latn,ron_Latn,1,1,59539,59531,8,0.8199,2989.3
aeb_Arab-heb_Hebr,aeb_Arab,heb_Hebr,1,1,176128,176042,86,0.8082,8493.5
mkd_Cyrl-pus_Arab,mkd_Cyrl,pus_Arab,1,1,84931,84897,34,0.5138,4406.2
guj_Gujr-sqi_Latn,guj_Gujr,sqi_Latn,1,1,91975,91967,8,0.5153,4882.3
kin_Latn-som_Latn,kin_Latn,som_Latn,1,1,233878,233852,26,0.2774,10820.4
kir_Cyrl-nor_Latn,kir_Cyrl,nor_Latn,1,1,132766,132753,13,0.3273,7742.3
hau_Latn-yue_Hani,hau_Latn,yue_Hani,1,1,114025,114024,1,0.0788,6472.0
hau_Latn-ibo_Latn,hau_Latn,ibo_Latn,1,1,637399,637347,52,0.6097,20965.4
sco_Latn-nob_Latn,sco_Latn,nob_Latn,1,1,67329,67324,5,0.7697,5036.9
nob_Latn-lzh_Hani,nob_Latn,lzh_Hani,1,1,86758,86751,7,0.5508,5965.6
hbs_Latn-sin_Sinh,hbs_Latn,sin_Sinh,1,1,74782,74782,0,0.2646,5881.9
acm_Arab-slv_Latn,acm_Arab,slv_Latn,1,1,44150,44149,1,0.7678,3473.4
isl_Latn-pus_Arab,isl_Latn,pus_Arab,1,1,59923,59921,2,0.4942,5003.5
sin_Sinh-sun_Latn,sin_Sinh,sun_Latn,1,1,167363,167348,15,0.5506,11141.0
kmr_Latn-mal_Mlym,kmr_Latn,mal_Mlym,1,1,70438,70431,7,0.5263,5892.6
acm_Arab-dan_Latn,acm_Arab,dan_Latn,1,1,75648,75641,7,0.7703,6135.3
isl_Latn-tel_Telu,isl_Latn,tel_Telu,1,1,336919,336875,44,0.7353,19039.7
acm_Arab-bul_Cyrl,acm_Arab,bul_Cyrl,1,1,89232,89219,13,0.7768,7248.0
hbs_Latn-sqi_Latn,hbs_Latn,sqi_Latn,1,1,54506,54505,1,0.7985,4078.2
kmr_Latn-nep_Deva,kmr_Latn,nep_Deva,1,1,41654,41652,2,0.5180,3083.2
sin_Sinh-lzh_Hani,sin_Sinh,lzh_Hani,1,1,108769,108769,0,0.2139,8202.1
lin_Latn-nso_Latn,lin_Latn,nso_Latn,1,1,31288,31240,48,0.3934,2889.1
aeb_Arab-ind_Latn,aeb_Arab,ind_Latn,1,1,207393,207278,115,0.7925,16772.6
acm_Arab-ell_Grek,acm_Arab,ell_Grek,1,1,110648,110637,11,0.8021,8994.2
isl_Latn-mkd_Cyrl,isl_Latn,mkd_Cyrl,1,1,1907055,1906552,503,0.7086,55394.7
hne_Deva-mal_Mlym,hne_Deva,mal_Mlym,1,1,120682,120680,2,0.4037,10044.6
mal_Mlym-tel_Telu,mal_Mlym,tel_Telu,1,1,7537220,7536944,276,0.6318,148237.2
mkd_Cyrl-sqi_Latn,mkd_Cyrl,sqi_Latn,1,1,880059,879944,115,0.6060,40740.3
kin_Latn-sot_Latn,kin_Latn,sot_Latn,1,1,282045,281972,73,0.3514,21754.0
isl_Latn-mri_Latn,isl_Latn,mri_Latn,1,1,74024,74013,11,0.6413,4465.4
mar_Deva-nob_Latn,mar_Deva,nob_Latn,1,1,232647,232570,77,0.6851,17072.4
acm_Arab-heb_Hebr,acm_Arab,heb_Hebr,1,1,97197,97191,6,0.8108,6245.4
hne_Deva-nep_Deva,hne_Deva,nep_Deva,1,1,66196,66182,14,0.5523,4143.3
lin_Latn-sna_Latn,lin_Latn,sna_Latn,1,1,145916,145782,134,0.4935,11515.6
nob_Latn-nno_Latn,nob_Latn,nno_Latn,1,1,300706,300538,168,0.8886,21871.9
hau_Latn-nor_Latn,hau_Latn,nor_Latn,1,1,319367,319273,94,0.1863,24231.6
als_Latn-tam_Taml,als_Latn,tam_Taml,1,1,283716,283656,60,0.6280,20756.8
isl_Latn-nya_Latn,isl_Latn,nya_Latn,1,1,53385,53358,27,0.5144,4060.1
als_Latn-fil_Latn,als_Latn,fil_Latn,1,1,232486,232297,189,0.6812,17642.4
isl_Latn-yue_Hani,isl_Latn,yue_Hani,1,1,276873,276862,11,0.3357,19471.9
mar_Deva-pus_Arab,mar_Deva,pus_Arab,1,1,68959,68954,5,0.4618,4900.9
mlg_Latn-tel_Telu,mlg_Latn,tel_Telu,1,1,95870,95867,3,0.5139,6220.7
kir_Cyrl-tel_Telu,kir_Cyrl,tel_Telu,1,1,97500,97499,1,0.6304,6142.7
pbt_Arab-sin_Sinh,pbt_Arab,sin_Sinh,1,1,64174,64172,2,0.6289,4732.8
hye_Armn-jav_Latn,hye_Armn,jav_Latn,1,1,86553,86534,19,0.2613,6360.9
acm_Arab-ind_Latn,acm_Arab,ind_Latn,1,1,101696,101684,12,0.8207,7056.3
mkd_Cyrl-tel_Telu,mkd_Cyrl,tel_Telu,1,1,439050,439002,48,0.7022,31657.0
aeb_Arab-ron_Latn,aeb_Arab,ron_Latn,1,1,242413,242314,99,0.8151,16241.7
kmr_Latn-mkd_Cyrl,kmr_Latn,mkd_Cyrl,1,1,70984,70976,8,0.5550,4005.8
mal_Mlym-yue_Hani,mal_Mlym,yue_Hani,1,1,175555,175548,7,0.2128,10923.4
mri_Latn-nor_Latn,mri_Latn,nor_Latn,1,1,77846,77841,5,0.2721,4184.6
lin_Latn-sot_Latn,lin_Latn,sot_Latn,1,1,122855,122792,63,0.3891,7912.0
pbt_Arab-tel_Telu,pbt_Arab,tel_Telu,1,1,57297,57297,0,0.6996,2948.2
lao_Laoo-nor_Latn,lao_Laoo,nor_Latn,1,1,88193,88189,4,0.2455,4771.5
isl_Latn-tgk_Cyrl,isl_Latn,tgk_Cyrl,1,1,128000,127985,15,0.5360,6782.2
hye_Armn-mlg_Latn,hye_Armn,mlg_Latn,1,1,80480,80478,2,0.5194,3646.5
als_Latn-tgl_Latn,als_Latn,tgl_Latn,1,1,108758,108095,663,0.3750,7292.5
sin_Sinh-snd_Arab,sin_Sinh,snd_Arab,1,1,370382,370339,43,0.4933,23441.3
aeb_Arab-slk_Latn,aeb_Arab,slk_Latn,1,1,54100,54081,19,0.7766,2640.0
sin_Sinh-wln_Latn,sin_Sinh,wln_Latn,1,1,13245,13245,0,0.6275,816.8
mkd_Cyrl-fur_Latn,mkd_Cyrl,fur_Latn,1,1,60385,60385,0,0.4507,2889.0
lao_Laoo-tel_Telu,lao_Laoo,tel_Telu,1,1,49455,49454,1,0.5869,2477.6
kmr_Latn-tel_Telu,kmr_Latn,tel_Telu,1,1,65763,65757,6,0.5865,3109.0
lao_Laoo-mkd_Cyrl,lao_Laoo,mkd_Cyrl,1,1,56540,56533,7,0.4977,3042.4
hye_Armn-pus_Arab,hye_Armn,pus_Arab,1,1,56017,56016,1,0.5307,2946.4
acm_Arab-ron_Latn,acm_Arab,ron_Latn,1,1,129705,129694,11,0.8195,6103.2
aeb_Arab-slv_Latn,aeb_Arab,slv_Latn,1,1,86713,86670,43,0.7539,4850.9
lin_Latn-tso_Latn,lin_Latn,tso_Latn,1,1,127662,127588,74,0.5131,7157.6
mal_Mlym-srd_Latn,mal_Mlym,srd_Latn,1,1,19059,19058,1,0.2938,678.0
als_Latn-uzn_Latn,als_Latn,uzn_Latn,1,1,135891,135832,59,0.7118,6705.7
kmr_Latn-tgk_Cyrl,kmr_Latn,tgk_Cyrl,1,1,146272,146269,3,0.3733,6323.0
aeb_Arab-tha_Thai,aeb_Arab,tha_Thai,1,1,81551,81522,29,0.7967,3007.3
mkd_Cyrl-lzh_Hani,mkd_Cyrl,lzh_Hani,1,1,169276,169269,7,0.3526,7357.9
mar_Deva-mya_Mymr,mar_Deva,mya_Mymr,1,1,175963,175922,41,0.6369,7632.1
sin_Sinh-yue_Hani,sin_Sinh,yue_Hani,1,1,189340,189337,3,0.2614,7988.9
amh_Ethi-est_Latn,amh_Ethi,est_Latn,1,1,77984,77982,2,0.6110,2776.6
pbt_Arab-tgk_Cyrl,pbt_Arab,tgk_Cyrl,1,1,264226,264206,20,0.5516,11413.4
apc_Arab-ben_Beng,apc_Arab,ben_Beng,1,1,49528,49519,9,0.4723,2212.1
mkd_Cyrl-khk_Cyrl,mkd_Cyrl,khk_Cyrl,1,1,108678,108657,21,0.5917,4262.5
hye_Armn-tel_Telu,hye_Armn,tel_Telu,1,1,193604,193580,24,0.7269,8290.7
mar_Deva-nno_Latn,mar_Deva,nno_Latn,1,1,40672,40641,31,0.6483,1930.3
mkd_Cyrl-yue_Hani,mkd_Cyrl,yue_Hani,1,1,295148,295118,30,0.3469,14530.5
amh_Ethi-glg_Latn,amh_Ethi,glg_Latn,1,1,37500,37500,0,0.6657,1768.9
mri_Latn-sun_Latn,mri_Latn,sun_Latn,1,1,317166,317113,53,0.6332,14403.9
mal_Mlym-som_Latn,mal_Mlym,som_Latn,1,1,127610,127604,6,0.5675,5319.0
mlg_Latn-mya_Mymr,mlg_Latn,mya_Mymr,1,1,61493,61491,2,0.4294,3675.2
mkd_Cyrl-npi_Deva,mkd_Cyrl,npi_Deva,1,1,110159,110115,44,0.6454,5167.3
apc_Arab-bos_Latn,apc_Arab,bos_Latn,1,1,116531,116489,42,0.7612,5463.7
mkd_Cyrl-mon_Cyrl,mkd_Cyrl,mon_Cyrl,1,1,109844,109817,27,0.4209,4485.5
amh_Ethi-kat_Geor,amh_Ethi,kat_Geor,1,1,152582,152562,20,0.6299,6145.1
mri_Latn-mal_Mlym,mri_Latn,mal_Mlym,1,1,77817,77815,2,0.6219,3342.4
mkd_Cyrl-nep_Deva,mkd_Cyrl,nep_Deva,1,1,286356,286258,98,0.4949,11823.4
khm_Khmr-nob_Latn,khm_Khmr,nob_Latn,1,1,254683,254658,25,0.7332,9699.7
amh_Ethi-kaz_Cyrl,amh_Ethi,kaz_Cyrl,1,1,117462,117458,4,0.5903,3634.1
mkd_Cyrl-oci_Latn,mkd_Cyrl,oci_Latn,1,1,118829,118825,4,0.3134,3725.2
als_Latn-urd_Arab,als_Latn,urd_Arab,1,1,486244,486131,113,0.7096,19106.5
mkd_Cyrl-sun_Latn,mkd_Cyrl,sun_Latn,1,1,189741,189711,30,0.5842,5986.5
mkd_Cyrl-nya_Latn,mkd_Cyrl,nya_Latn,1,1,63424,63402,22,0.4892,1923.5
mya_Mymr-nep_Deva,mya_Mymr,nep_Deva,1,1,112718,112713,5,0.5144,3986.3
khm_Khmr-npi_Deva,khm_Khmr,npi_Deva,1,1,89064,89051,13,0.6842,2298.9
mkd_Cyrl-snd_Arab,mkd_Cyrl,snd_Arab,1,1,41097,41088,9,0.2818,1161.1
mya_Mymr-nob_Latn,mya_Mymr,nob_Latn,1,1,339294,339276,18,0.6603,10895.8
mkd_Cyrl-som_Latn,mkd_Cyrl,som_Latn,1,1,105372,105362,10,0.4976,2709.1
mar_Deva-nep_Deva,mar_Deva,nep_Deva,1,1,605094,604871,223,0.4089,22449.2
mya_Mymr-tgk_Cyrl,mya_Mymr,tgk_Cyrl,1,1,70983,70980,3,0.4924,2476.5
mlg_Latn-nno_Latn,mlg_Latn,nno_Latn,1,1,34819,34810,9,0.3979,1162.2
mya_Mymr-pus_Arab,mya_Mymr,pus_Arab,1,1,49468,49468,0,0.5083,1510.5
mlg_Latn-som_Latn,mlg_Latn,som_Latn,1,1,54561,54556,5,0.3698,1686.1
plt_Latn-mri_Latn,plt_Latn,mri_Latn,1,1,449922,449714,208,0.6388,15557.0
mkd_Cyrl-tgk_Cyrl,mkd_Cyrl,tgk_Cyrl,1,1,154326,154315,11,0.5439,4654.0
amh_Ethi-bel_Cyrl,amh_Ethi,bel_Cyrl,1,1,167342,167330,12,0.5829,4791.5
nep_Deva-pus_Arab,nep_Deva,pus_Arab,1,1,44611,44607,4,0.5722,2162.9
nep_Deva-nob_Latn,nep_Deva,nob_Latn,1,1,64623,64619,4,0.4313,2209.5
kin_Latn-nso_Latn,kin_Latn,nso_Latn,1,1,170775,170757,18,0.3068,5221.2
mya_Mymr-npi_Deva,mya_Mymr,npi_Deva,1,1,86295,86274,21,0.6591,2822.0
isl_Latn-nor_Latn,isl_Latn,nor_Latn,1,1,2352333,2351877,456,0.6422,89631.0
kir_Cyrl-khk_Cyrl,kir_Cyrl,khk_Cyrl,1,1,46346,46338,8,0.5325,1292.4
apc_Arab-bul_Cyrl,apc_Arab,bul_Cyrl,1,1,430447,430254,193,0.7614,13474.4
amh_Ethi-slk_Latn,amh_Ethi,slk_Latn,1,1,292956,292942,14,0.5583,8373.9
mlg_Latn-sin_Sinh,mlg_Latn,sin_Sinh,1,1,167733,167733,0,0.3993,4912.1
nno_Latn-sqi_Latn,nno_Latn,sqi_Latn,1,1,65335,65088,247,0.4883,3044.6
nep_Deva-sun_Latn,nep_Deva,sun_Latn,1,1,103799,103797,2,0.4461,2796.4
kir_Cyrl-mlg_Latn,kir_Cyrl,mlg_Latn,1,1,35889,35889,0,0.4994,1014.0
hau_Latn-nya_Latn,hau_Latn,nya_Latn,1,1,1036455,1036344,111,0.6276,40092.6
nob_Latn-mkd_Cyrl,nob_Latn,mkd_Cyrl,1,1,135068,135054,14,0.7248,3653.1
sna_Latn-sot_Latn,sna_Latn,sot_Latn,1,1,699359,699093,266,0.6365,22877.6
kir_Cyrl-tgk_Cyrl,kir_Cyrl,tgk_Cyrl,1,1,70611,70610,1,0.4527,2033.8
nob_Latn-pbt_Arab,nob_Latn,pbt_Arab,1,1,36239,36235,4,0.6094,1189.9
hau_Latn-oci_Latn,hau_Latn,oci_Latn,1,1,42405,42405,0,0.1038,1348.1
kmr_Latn-nno_Latn,kmr_Latn,nno_Latn,1,1,37084,37077,7,0.5933,1308.4
mlg_Latn-mkd_Cyrl,mlg_Latn,mkd_Cyrl,1,1,244406,244376,30,0.3960,7345.8
oci_Latn-sqi_Latn,oci_Latn,sqi_Latn,1,1,47912,47908,4,0.6101,1717.1
lim_Latn-nno_Latn,lim_Latn,nno_Latn,1,1,23280,23261,19,0.6570,975.7
amh_Ethi-dan_Latn,amh_Ethi,dan_Latn,1,1,276029,275994,35,0.5896,8290.3
lim_Latn-srd_Latn,lim_Latn,srd_Latn,1,1,18025,18024,1,0.5251,615.8
plt_Latn-war_Latn,plt_Latn,war_Latn,1,1,182583,182576,7,0.4802,5564.8
mri_Latn-mkd_Cyrl,mri_Latn,mkd_Cyrl,1,1,66297,66291,6,0.4853,2189.8
amh_Ethi-tgl_Latn,amh_Ethi,tgl_Latn,1,1,209655,209646,9,0.2496,6502.8
mlg_Latn-war_Latn,mlg_Latn,war_Latn,1,1,175102,174835,267,0.2676,6082.6
mlg_Latn-pus_Arab,mlg_Latn,pus_Arab,1,1,29902,29902,0,0.5062,987.3
mlg_Latn-yue_Hani,mlg_Latn,yue_Hani,1,1,40120,40120,0,0.1837,1644.7
als_Latn-tha_Thai,als_Latn,tha_Thai,1,1,1169644,1168120,1524,0.7084,45819.3
mri_Latn-mya_Mymr,mri_Latn,mya_Mymr,1,1,64923,64913,10,0.6766,2553.1
gle_Latn-lav_Latn,gle_Latn,lav_Latn,1,1,96369,96360,9,0.4556,3517.9
plt_Latn-mkd_Cyrl,plt_Latn,mkd_Cyrl,1,1,156236,156199,37,0.5981,5345.5
mri_Latn-war_Latn,mri_Latn,war_Latn,1,1,112311,112296,15,0.3947,3977.6
mri_Latn-sin_Sinh,mri_Latn,sin_Sinh,1,1,55992,55987,5,0.5162,1785.5
hau_Latn-sqi_Latn,hau_Latn,sqi_Latn,1,1,209068,209068,0,0.2108,7211.4
apc_Arab-dan_Latn,apc_Arab,dan_Latn,1,1,345101,344941,160,0.7881,11397.6
mon_Cyrl-sin_Sinh,mon_Cyrl,sin_Sinh,1,1,99872,99872,0,0.5210,3118.2
plt_Latn-smo_Latn,plt_Latn,smo_Latn,1,1,500924,500776,148,0.6681,15645.0
hau_Latn-tgk_Cyrl,hau_Latn,tgk_Cyrl,1,1,49627,49625,2,0.4640,1520.3
mar_Deva-snd_Arab,mar_Deva,snd_Arab,1,1,555162,555137,25,0.4048,17504.1
mar_Deva-sin_Sinh,mar_Deva,sin_Sinh,1,1,1366748,1366677,71,0.5363,48471.0
mya_Mymr-som_Latn,mya_Mymr,som_Latn,1,1,85703,85696,7,0.6285,2632.1
sin_Sinh-tel_Telu,sin_Sinh,tel_Telu,1,1,1680557,1680331,226,0.5805,70464.8
run_Latn-sna_Latn,run_Latn,sna_Latn,1,1,224427,224385,42,0.6099,7283.9
mar_Deva-wln_Latn,mar_Deva,wln_Latn,1,1,21501,21501,0,0.6070,1022.3
plt_Latn-tel_Telu,plt_Latn,tel_Telu,1,1,120125,120103,22,0.6518,4196.2
nep_Deva-nor_Latn,nep_Deva,nor_Latn,1,1,115262,115175,87,0.6469,6068.0
apc_Arab-ekk_Latn,apc_Arab,ekk_Latn,1,1,133309,133280,29,0.7426,6570.0
mar_Deva-npi_Deva,mar_Deva,npi_Deva,1,1,1090726,1090663,63,0.5050,37478.6
mya_Mymr-yue_Hani,mya_Mymr,yue_Hani,1,1,93531,93529,2,0.2237,6413.2
amh_Ethi-ell_Grek,amh_Ethi,ell_Grek,1,1,354973,354954,19,0.4029,16058.9
run_Latn-tso_Latn,run_Latn,tso_Latn,1,1,166669,166656,13,0.5421,10649.5
run_Latn-swc_Latn,run_Latn,swc_Latn,1,1,115185,115179,6,0.7027,9694.0
som_Latn-sot_Latn,som_Latn,sot_Latn,1,1,479938,479905,33,0.5145,22170.3
smo_Latn-war_Latn,smo_Latn,war_Latn,1,1,146371,146361,10,0.3922,11576.9
mar_Deva-sna_Latn,mar_Deva,sna_Latn,1,1,62742,62691,51,0.5564,6323.8
gle_Latn-msa_Latn,gle_Latn,msa_Latn,1,1,275658,275607,51,0.6328,16761.1
nno_Latn-nor_Latn,nno_Latn,nor_Latn,1,1,95514,95357,157,0.4831,10131.8
nno_Latn-nso_Latn,nno_Latn,nso_Latn,1,1,10018,10018,0,0.6627,784.6
isl_Latn-sin_Sinh,isl_Latn,sin_Sinh,1,1,662475,662378,97,0.6275,29877.5
nep_Deva-nno_Latn,nep_Deva,nno_Latn,1,1,106566,106523,43,0.6127,9406.5
sin_Sinh-som_Latn,sin_Sinh,som_Latn,1,1,97980,97977,3,0.4715,7745.8
amh_Ethi-fil_Latn,amh_Ethi,fil_Latn,1,1,104629,104600,29,0.7036,8805.7
som_Latn-sun_Latn,som_Latn,sun_Latn,1,1,73710,73704,6,0.4321,5639.1
nep_Deva-oci_Latn,nep_Deva,oci_Latn,1,1,22321,22321,0,0.4871,1448.4
pan_Guru-sqi_Latn,pan_Guru,sqi_Latn,1,1,79182,79169,13,0.4158,5703.4
isl_Latn-nno_Latn,isl_Latn,nno_Latn,1,1,264786,264773,13,0.6319,18750.6
nno_Latn-tel_Telu,nno_Latn,tel_Telu,1,1,48872,48857,15,0.6771,3275.6
mri_Latn-smo_Latn,mri_Latn,smo_Latn,1,1,337959,337925,34,0.6844,21873.2
isl_Latn-snd_Arab,isl_Latn,snd_Arab,1,1,52930,52930,0,0.1871,3777.8
isl_Latn-som_Latn,isl_Latn,som_Latn,1,1,125666,125659,7,0.6178,8506.5
mar_Deva-oci_Latn,mar_Deva,oci_Latn,1,1,71730,71730,0,0.1087,5936.6
nep_Deva-kin_Latn,nep_Deva,kin_Latn,1,1,21229,21229,0,0.3195,1952.9
mar_Deva-sqi_Latn,mar_Deva,sqi_Latn,1,1,361155,360753,402,0.3143,29059.3
kmr_Latn-kir_Cyrl,kmr_Latn,kir_Cyrl,1,1,38581,38575,6,0.4546,3612.5
khk_Cyrl-sun_Latn,khk_Cyrl,sun_Latn,1,1,48191,48187,4,0.5947,5049.6
khk_Cyrl-mya_Mymr,khk_Cyrl,mya_Mymr,1,1,68912,68904,8,0.6160,6462.0
khm_Khmr-mon_Cyrl,khm_Khmr,mon_Cyrl,1,1,74182,74182,0,0.4601,6789.0
kas_Arab-tel_Telu,kas_Arab,tel_Telu,1,1,77560,77554,6,0.1822,7516.9
mri_Latn-tel_Telu,mri_Latn,tel_Telu,1,1,81909,81902,7,0.6668,8065.6
mlg_Latn-nep_Deva,mlg_Latn,nep_Deva,1,1,60744,60739,5,0.5204,5544.5
nep_Deva-som_Latn,nep_Deva,som_Latn,1,1,71572,71572,0,0.3814,6993.9
plt_Latn-npi_Deva,plt_Latn,npi_Deva,1,1,41926,41902,24,0.5533,4026.7
plt_Latn-pag_Latn,plt_Latn,pag_Latn,1,1,102699,102671,28,0.5619,9314.3
mar_Deva-som_Latn,mar_Deva,som_Latn,1,1,119400,119399,1,0.5344,10306.0
mar_Deva-tgk_Cyrl,mar_Deva,tgk_Cyrl,1,1,106795,106791,4,0.4715,9501.3
isl_Latn-sun_Latn,isl_Latn,sun_Latn,1,1,163001,162977,24,0.5724,14210.6
mkd_Cyrl-pbt_Arab,mkd_Cyrl,pbt_Arab,1,1,63632,63628,4,0.6064,4976.9
amh_Ethi-lit_Latn,amh_Ethi,lit_Latn,1,1,273508,273466,42,0.5935,22156.8
nno_Latn-kin_Latn,nno_Latn,kin_Latn,1,1,36546,36539,7,0.3498,2779.9
mar_Deva-srd_Latn,mar_Deva,srd_Latn,1,1,22170,22169,1,0.2722,2262.8
nep_Deva-tgk_Cyrl,nep_Deva,tgk_Cyrl,1,1,95074,95073,1,0.5160,8177.1
som_Latn-tgk_Cyrl,som_Latn,tgk_Cyrl,1,1,52102,52099,3,0.4524,3961.2
nya_Latn-tel_Telu,nya_Latn,tel_Telu,1,1,60354,60349,5,0.5694,4953.4
lao_Laoo-mya_Mymr,lao_Laoo,mya_Mymr,1,1,39927,39533,394,0.5915,3328.1
nep_Deva-yue_Hani,nep_Deva,yue_Hani,1,1,34103,34103,0,0.2558,2151.4
nep_Deva-snd_Arab,nep_Deva,snd_Arab,1,1,205977,205961,16,0.4040,18564.1
oci_Latn-sin_Sinh,oci_Latn,sin_Sinh,1,1,96220,96220,0,0.2620,5946.3
nno_Latn-sin_Sinh,nno_Latn,sin_Sinh,1,1,42679,42675,4,0.7207,2548.5
apc_Arab-ell_Grek,apc_Arab,ell_Grek,1,1,504366,501289,3077,0.7882,41121.2
nep_Deva-wln_Latn,nep_Deva,wln_Latn,1,1,24743,24741,2,0.7043,1859.8
mar_Deva-hbs_Latn,mar_Deva,hbs_Latn,1,1,64084,35380,28704,0.1044,5818.1
mar_Deva-yue_Hani,mar_Deva,yue_Hani,1,1,132059,127319,4740,0.0827,7818.0
amh_Ethi-lvs_Latn,amh_Ethi,lvs_Latn,1,1,155838,155811,27,0.5947,9021.6
sna_Latn-tel_Telu,sna_Latn,tel_Telu,1,1,69048,69036,12,0.6925,3435.7
nno_Latn-tgk_Cyrl,nno_Latn,tgk_Cyrl,1,1,62039,62035,4,0.6938,2655.9
snd_Arab-sqi_Latn,snd_Arab,sqi_Latn,1,1,80063,80063,0,0.1108,2771.6
som_Latn-tso_Latn,som_Latn,tso_Latn,1,1,123316,51559,71757,0.2565,12133.9
amh_Ethi-msa_Latn,amh_Ethi,msa_Latn,1,1,144527,141388,3139,0.4407,5468.0
nya_Latn-tum_Latn,nya_Latn,tum_Latn,1,1,163155,163097,58,0.6412,5076.4
apc_Arab-est_Latn,apc_Arab,est_Latn,1,1,67716,0,67716,nan,9112.5
plt_Latn-nob_Latn,plt_Latn,nob_Latn,1,1,77644,0,77644,nan,10502.6
isl_Latn-nob_Latn,isl_Latn,nob_Latn,1,1,5208038,5207332,706,0.7794,184603.4
isl_Latn-pbt_Arab,isl_Latn,pbt_Arab,1,1,51738,51733,5,0.5864,1990.2
sna_Latn-swc_Latn,sna_Latn,swc_Latn,1,1,163042,45280,117762,0.7173,17737.5
isl_Latn-srd_Latn,isl_Latn,srd_Latn,1,1,148309,148308,1,0.2505,3155.6
isl_Latn-wln_Latn,isl_Latn,wln_Latn,1,1,29231,29225,6,0.6385,552.1
sin_Sinh-sqi_Latn,sin_Sinh,sqi_Latn,1,1,388202,388182,20,0.3918,9243.4
mar_Deva-lzh_Hani,mar_Deva,lzh_Hani,1,1,83050,80412,2638,0.0825,1898.1
som_Latn-twi_Latn,som_Latn,twi_Latn,1,1,131813,131775,38,0.2335,1981.6
srd_Latn-sin_Sinh,srd_Latn,sin_Sinh,1,1,71987,71983,4,0.4008,867.2
srd_Latn-vec_Latn,srd_Latn,vec_Latn,1,1,38906,38891,15,0.6031,484.6
ssw_Latn-tso_Latn,ssw_Latn,tso_Latn,1,1,80711,80632,79,0.5277,1271.4
snd_Arab-tel_Telu,snd_Arab,tel_Telu,1,1,899449,899385,64,0.5002,17517.3
swc_Latn-tso_Latn,swc_Latn,tso_Latn,1,1,100701,100691,10,0.7349,1248.9
