lang_pair,source_lang,target_lang,n_shards_in,n_shards_out,rows_total,rows_scored,rows_failed,mean_score,elapsed_sec
bre_Latn-nob_Latn,bre_Latn,nob_Latn,1,1,70156,70149,7,0.4011,1316.4
cym_Latn-fry_Latn,cym_Latn,fry_Latn,1,1,45542,45541,1,0.5369,911.1
bho_Deva-kan_Knda,bho_Deva,kan_Knda,1,1,179635,179628,7,0.3172,3277.2
hye_Armn-mri_Latn,hye_Armn,mri_Latn,1,1,50987,50982,5,0.5520,1369.5
npi_Deva-xho_Latn,npi_Deva,xho_Latn,1,1,67691,67682,9,0.6632,1297.1
azj_Latn-nob_Latn,azj_Latn,nob_Latn,1,1,451841,451507,334,0.7697,8284.2
bre_Latn-nno_Latn,bre_Latn,nno_Latn,1,1,90028,90019,9,0.4389,1686.6
cym_Latn-mon_Cyrl,cym_Latn,mon_Cyrl,1,1,65089,65087,2,0.5014,1213.6
cym_Latn-fur_Latn,cym_Latn,fur_Latn,1,1,26879,26878,1,0.2744,500.9
bre_Latn-oci_Latn,bre_Latn,oci_Latn,1,1,30541,30538,3,0.5744,560.3
fry_Latn-mlg_Latn,fry_Latn,mlg_Latn,1,1,20246,20246,0,0.4419,356.1
azj_Latn-nep_Deva,azj_Latn,nep_Deva,1,1,63020,63019,1,0.5818,1094.1
bre_Latn-sqi_Latn,bre_Latn,sqi_Latn,1,1,27061,27060,1,0.4369,460.6
cym_Latn-kin_Latn,cym_Latn,kin_Latn,1,1,39769,39768,1,0.2105,659.4
som_Latn-xho_Latn,som_Latn,xho_Latn,1,1,378226,378139,87,0.4958,6735.2
fur_Latn-vec_Latn,fur_Latn,vec_Latn,1,1,42935,42924,11,0.6793,715.5
fry_Latn-nep_Deva,fry_Latn,nep_Deva,1,1,36961,36960,1,0.5561,612.9
khm_Khmr-swa_Latn,khm_Khmr,swa_Latn,1,1,139377,139375,2,0.3822,2472.4
fur_Latn-nor_Latn,fur_Latn,nor_Latn,1,1,142473,142046,427,0.6330,2795.5
gla_Latn-mkd_Cyrl,gla_Latn,mkd_Cyrl,1,1,44315,44312,3,0.2006,830.9
bho_Deva-npi_Deva,bho_Deva,npi_Deva,1,1,123713,123711,2,0.3049,2131.6
fur_Latn-sin_Sinh,fur_Latn,sin_Sinh,1,1,28834,28832,2,0.4903,555.0
bho_Deva-sin_Sinh,bho_Deva,sin_Sinh,1,1,131387,131381,6,0.3196,2292.7
khm_Khmr-swh_Latn,khm_Khmr,swh_Latn,1,1,60535,60518,17,0.5898,1238.7
cym_Latn-khm_Khmr,cym_Latn,khm_Khmr,1,1,110133,110128,5,0.6699,2015.7
nso_Latn-swa_Latn,nso_Latn,swa_Latn,1,1,143667,143587,80,0.2935,2733.5
azj_Latn-tel_Telu,azj_Latn,tel_Telu,1,1,131802,131796,6,0.7439,2469.1
hau_Latn-swa_Latn,hau_Latn,swa_Latn,1,1,482451,482362,89,0.2953,9263.5
cym_Latn-kmr_Latn,cym_Latn,kmr_Latn,1,1,37347,37345,2,0.5413,898.1
khm_Khmr-xho_Latn,khm_Khmr,xho_Latn,1,1,56605,56596,9,0.5159,1567.2
guj_Gujr-hne_Deva,guj_Gujr,hne_Deva,1,1,87305,87299,6,0.4359,2202.4
guj_Gujr-nno_Latn,guj_Gujr,nno_Latn,1,1,74142,74137,5,0.7872,2120.1
cym_Latn-nep_Deva,cym_Latn,nep_Deva,1,1,158673,158667,6,0.5964,3440.7
bre_Latn-mal_Mlym,bre_Latn,mal_Mlym,1,1,106216,106212,4,0.3020,2504.6
bho_Deva-tel_Telu,bho_Deva,tel_Telu,1,1,326617,326591,26,0.3021,6552.6
nso_Latn-swh_Latn,nso_Latn,swh_Latn,1,1,99666,99649,17,0.4415,2381.2
fry_Latn-sqi_Latn,fry_Latn,sqi_Latn,1,1,37700,37699,1,0.5965,845.5
guj_Gujr-tgk_Cyrl,guj_Gujr,tgk_Cyrl,1,1,50440,50435,5,0.6285,1152.1
khm_Khmr-yor_Latn,khm_Khmr,yor_Latn,1,1,73039,73029,10,0.5241,1752.4
bre_Latn-epo_Latn,bre_Latn,epo_Latn,1,1,144359,144355,4,0.3589,3485.0
npi_Deva-ory_Orya,npi_Deva,ory_Orya,1,1,724085,724080,5,0.4614,14245.4
hau_Latn-tir_Ethi,hau_Latn,tir_Ethi,1,1,121770,121752,18,0.4676,2960.5
guj_Gujr-nor_Latn,guj_Gujr,nor_Latn,1,1,100720,100706,14,0.3023,2671.7
bre_Latn-ltz_Latn,bre_Latn,ltz_Latn,1,1,55936,55935,1,0.3777,1651.6
guj_Gujr-kas_Deva,guj_Gujr,kas_Deva,1,1,76377,76330,47,0.1461,2123.6
hne_Deva-kan_Knda,hne_Deva,kan_Knda,1,1,84516,84504,12,0.3175,2101.2
bre_Latn-jav_Latn,bre_Latn,jav_Latn,1,1,63125,63111,14,0.0950,1709.4
mal_Mlym-pan_Guru,mal_Mlym,pan_Guru,1,1,1035034,1034989,45,0.5529,19104.5
bre_Latn-nep_Deva,bre_Latn,nep_Deva,1,1,41733,41731,2,0.5395,978.4
bak_Cyrl-kir_Cyrl,bak_Cyrl,kir_Cyrl,1,1,166179,165849,330,0.5002,4888.8
cym_Latn-mal_Mlym,cym_Latn,mal_Mlym,1,1,196875,196852,23,0.6722,4611.8
bre_Latn-mkd_Cyrl,bre_Latn,mkd_Cyrl,1,1,157181,157137,44,0.3086,3754.2
bre_Latn-wln_Latn,bre_Latn,wln_Latn,1,1,25935,25934,1,0.5675,599.2
gle_Latn-mlt_Latn,gle_Latn,mlt_Latn,1,1,974999,974791,208,0.7190,18699.4
hye_Armn-khk_Cyrl,hye_Armn,khk_Cyrl,1,1,76680,76670,10,0.6253,1460.5
bre_Latn-sin_Sinh,bre_Latn,sin_Sinh,1,1,87801,87796,5,0.2934,1649.0
cym_Latn-mya_Mymr,cym_Latn,mya_Mymr,1,1,88189,88173,16,0.6234,1536.3
bre_Latn-srd_Latn,bre_Latn,srd_Latn,1,1,22060,22057,3,0.2759,457.7
crh_Latn-tat_Cyrl,crh_Latn,tat_Cyrl,1,1,31134,31133,1,0.2280,545.8
hye_Armn-kir_Cyrl,hye_Armn,kir_Cyrl,1,1,91748,91733,15,0.5149,1594.6
gle_Latn-xho_Latn,gle_Latn,xho_Latn,1,1,90918,90743,175,0.7063,1692.3
cym_Latn-guj_Gujr,cym_Latn,guj_Gujr,1,1,150697,150686,11,0.7511,2745.1
hye_Armn-pbt_Arab,hye_Armn,pbt_Arab,1,1,43744,43738,6,0.6026,902.1
kin_Latn-swa_Latn,kin_Latn,swa_Latn,1,1,278790,278717,73,0.3516,5859.8
fry_Latn-mal_Mlym,fry_Latn,mal_Mlym,1,1,111518,111517,1,0.2456,1980.4
cym_Latn-jav_Latn,cym_Latn,jav_Latn,1,1,92804,92794,10,0.2282,1582.5
mal_Mlym-san_Deva,mal_Mlym,san_Deva,1,1,237525,237522,3,0.2715,4159.4
fry_Latn-oci_Latn,fry_Latn,oci_Latn,1,1,22086,22086,0,0.4889,392.9
ckb_Arab-tgk_Cyrl,ckb_Arab,tgk_Cyrl,1,1,215214,215206,8,0.3459,3786.7
hat_Latn-als_Latn,hat_Latn,als_Latn,1,1,119336,119323,13,0.6187,2112.5
hye_Armn-nor_Latn,hye_Armn,nor_Latn,1,1,300911,300834,77,0.4740,5414.3
fur_Latn-nob_Latn,fur_Latn,nob_Latn,1,1,56236,56171,65,0.6810,952.4
hye_Armn-sun_Latn,hye_Armn,sun_Latn,1,1,108706,108690,16,0.6525,1862.2
cym_Latn-nno_Latn,cym_Latn,nno_Latn,1,1,113924,113909,15,0.7148,1912.0
hye_Armn-nya_Latn,hye_Armn,nya_Latn,1,1,48983,48968,15,0.5071,983.3
guj_Gujr-khm_Khmr,guj_Gujr,khm_Khmr,1,1,54423,54416,7,0.6485,984.2
cym_Latn-hye_Armn,cym_Latn,hye_Armn,1,1,135681,135673,8,0.6141,2519.9
kan_Knda-mya_Mymr,kan_Knda,mya_Mymr,1,1,71465,71463,2,0.7617,1480.9
kan_Knda-pus_Arab,kan_Knda,pus_Arab,1,1,31884,31884,0,0.4924,724.6
fry_Latn-ltz_Latn,fry_Latn,ltz_Latn,1,1,97957,97939,18,0.2929,1826.3
hat_Latn-mar_Deva,hat_Latn,mar_Deva,1,1,176514,176480,34,0.5723,3160.7
bak_Cyrl-tat_Cyrl,bak_Cyrl,tat_Cyrl,1,1,372126,371170,956,0.5596,8110.5
bre_Latn-fur_Latn,bre_Latn,fur_Latn,1,1,12415,12413,2,0.3388,231.4
khk_Cyrl-nob_Latn,khk_Cyrl,nob_Latn,1,1,57515,57493,22,0.6774,995.7
kin_Latn-swh_Latn,kin_Latn,swh_Latn,1,1,277889,277853,36,0.4386,4902.7
hau_Latn-xho_Latn,hau_Latn,xho_Latn,1,1,567260,567168,92,0.5642,10371.8
fij_Latn-war_Latn,fij_Latn,war_Latn,1,1,129101,129061,40,0.3973,2361.8
bre_Latn-guj_Gujr,bre_Latn,guj_Gujr,1,1,47827,47824,3,0.5479,766.5
mal_Mlym-swa_Latn,mal_Mlym,swa_Latn,1,1,308271,308251,20,0.2970,5286.4
hye_Armn-sin_Sinh,hye_Armn,sin_Sinh,1,1,203977,203964,13,0.6635,3575.8
bre_Latn-mai_Deva,bre_Latn,mai_Deva,1,1,21691,21691,0,0.6709,392.7
khm_Khmr-kir_Cyrl,khm_Khmr,kir_Cyrl,1,1,67698,67693,5,0.4906,1094.2
kin_Latn-sin_Sinh,kin_Latn,sin_Sinh,1,1,21622,21618,4,0.3749,354.0
kin_Latn-tir_Ethi,kin_Latn,tir_Ethi,1,1,123914,123904,10,0.5568,1984.4
hat_Latn-swa_Latn,hat_Latn,swa_Latn,1,1,172639,172629,10,0.4367,2810.3
ckb_Arab-kmr_Latn,ckb_Arab,kmr_Latn,1,1,94950,94947,3,0.3278,1571.3
mal_Mlym-swh_Latn,mal_Mlym,swh_Latn,1,1,141919,141883,36,0.6473,2418.5
fry_Latn-nob_Latn,fry_Latn,nob_Latn,1,1,246133,246119,14,0.3716,4007.1
kin_Latn-swc_Latn,kin_Latn,swc_Latn,1,1,105711,105702,9,0.5920,1804.2
isl_Latn-als_Latn,isl_Latn,als_Latn,1,1,1143557,1142832,725,0.6150,21779.1
hat_Latn-yor_Latn,hat_Latn,yor_Latn,1,1,71720,71710,10,0.5474,1230.1
cym_Latn-kan_Knda,cym_Latn,kan_Knda,1,1,123615,123604,11,0.7345,1952.5
cym_Latn-mkd_Cyrl,cym_Latn,mkd_Cyrl,1,1,654806,654721,85,0.7050,10814.9
hau_Latn-isl_Latn,hau_Latn,isl_Latn,1,1,136162,136151,11,0.4762,2082.9
cym_Latn-mlg_Latn,cym_Latn,mlg_Latn,1,1,75644,75644,0,0.5480,1093.4
kin_Latn-tum_Latn,kin_Latn,tum_Latn,1,1,147600,147549,51,0.5122,2315.2
kin_Latn-tsn_Latn,kin_Latn,tsn_Latn,1,1,231075,230973,102,0.3271,3654.5
mal_Mlym-xho_Latn,mal_Mlym,xho_Latn,1,1,185840,185823,17,0.4641,2762.1
guj_Gujr-snd_Arab,guj_Gujr,snd_Arab,1,1,557616,557520,96,0.5029,8902.9
kir_Cyrl-mya_Mymr,kir_Cyrl,mya_Mymr,1,1,65491,65484,7,0.6053,849.9
mal_Mlym-yor_Latn,mal_Mlym,yor_Latn,1,1,98476,98471,5,0.5362,1334.0
mal_Mlym-zul_Latn,mal_Mlym,zul_Latn,1,1,61444,61441,3,0.5651,861.4
isl_Latn-mar_Deva,isl_Latn,mar_Deva,1,1,348214,348144,70,0.6145,5002.4
hye_Armn-nob_Latn,hye_Armn,nob_Latn,1,1,141548,141479,69,0.7234,2002.8
lim_Latn-nor_Latn,lim_Latn,nor_Latn,1,1,128523,127942,581,0.6718,2047.1
fur_Latn-srd_Latn,fur_Latn,srd_Latn,1,1,301518,301435,83,0.4032,5544.9
lim_Latn-sqi_Latn,lim_Latn,sqi_Latn,1,1,37771,37480,291,0.5908,663.7
hye_Armn-npi_Deva,hye_Armn,npi_Deva,1,1,43087,43037,50,0.6219,803.3
isl_Latn-yor_Latn,isl_Latn,yor_Latn,1,1,92375,92366,9,0.5731,1338.0
khm_Khmr-mlg_Latn,khm_Khmr,mlg_Latn,1,1,67319,67315,4,0.4099,907.8
isl_Latn-zul_Latn,isl_Latn,zul_Latn,1,1,58865,58850,15,0.5829,792.3
hau_Latn-yor_Latn,hau_Latn,yor_Latn,1,1,691349,691260,89,0.5769,10286.4
khm_Khmr-nno_Latn,khm_Khmr,nno_Latn,1,1,63023,63008,15,0.7630,807.3
cym_Latn-nor_Latn,cym_Latn,nor_Latn,1,1,400182,400149,33,0.5129,5427.0
isl_Latn-lao_Laoo,isl_Latn,lao_Laoo,1,1,70354,70352,2,0.3469,985.8
bel_Cyrl-nds_Latn,bel_Cyrl,nds_Latn,1,1,61247,61237,10,0.4082,1063.4
afr_Latn-nds_Latn,afr_Latn,nds_Latn,1,1,68708,68694,14,0.4804,1231.6
afr_Latn-dyu_Latn,afr_Latn,dyu_Latn,1,1,77585,77543,42,0.3559,1390.3
fry_Latn-sin_Sinh,fry_Latn,sin_Sinh,1,1,101746,101746,0,0.2435,1718.9
ekk_Latn-nds_Latn,ekk_Latn,nds_Latn,1,1,85939,85926,13,0.6693,1688.4
afr_Latn-ory_Orya,afr_Latn,ory_Orya,1,1,18451,18451,0,0.8041,377.4
ben_Beng-nds_Latn,ben_Beng,nds_Latn,1,1,74978,74962,16,0.3485,1425.7
afr_Latn-umb_Latn,afr_Latn,umb_Latn,1,1,131704,131634,70,0.2238,2683.8
afr_Latn-fon_Latn,afr_Latn,fon_Latn,1,1,155133,155110,23,0.1616,2883.1
ful_Latn-som_Latn,ful_Latn,som_Latn,1,1,93729,93661,68,0.0896,1883.2
ben_Beng-und_Kana,ben_Beng,und_Kana,1,1,133704,133667,37,0.3125,2625.5
afr_Latn-und_Kana,afr_Latn,und_Kana,1,1,57540,57535,5,0.3032,1203.9
cym_Latn-nob_Latn,cym_Latn,nob_Latn,1,1,646536,646475,61,0.7732,9664.9
mal_Mlym-ory_Orya,mal_Mlym,ory_Orya,1,1,2181939,2181848,91,0.5366,39743.8
bul_Cyrl-shp_Latn,bul_Cyrl,shp_Latn,1,1,20818,20817,1,0.3457,401.2
bos_Latn-nds_Latn,bos_Latn,nds_Latn,1,1,18852,18851,1,0.6416,370.7
bel_Cyrl-und_Kana,bel_Cyrl,und_Kana,1,1,74224,74224,0,0.2339,1352.9
fry_Latn-jav_Latn,fry_Latn,jav_Latn,1,1,44007,44007,0,0.2513,803.8
khm_Khmr-nor_Latn,khm_Khmr,nor_Latn,1,1,291596,291569,27,0.4359,5235.7
fur_Latn-mkd_Cyrl,fur_Latn,mkd_Cyrl,1,1,91207,91198,9,0.6137,1819.8
bul_Cyrl-fro_Latn,bul_Cyrl,fro_Latn,1,1,145321,145253,68,0.4021,2787.3
ell_Grek-fro_Latn,ell_Grek,fro_Latn,1,1,195203,195153,50,0.4819,3786.2
ell_Grek-shp_Latn,ell_Grek,shp_Latn,1,1,27072,27066,6,0.3386,570.0
hau_Latn-zul_Latn,hau_Latn,zul_Latn,1,1,746885,746749,136,0.5886,11831.5
bul_Cyrl-und_Beng,bul_Cyrl,und_Beng,1,1,102664,102660,4,0.1439,1940.3
khm_Khmr-som_Latn,khm_Khmr,som_Latn,1,1,70105,70097,8,0.4930,1371.3
ben_Beng-mag_Deva,ben_Beng,mag_Deva,1,1,257548,257506,42,0.3356,4904.7
bul_Cyrl-kiu_Latn,bul_Cyrl,kiu_Latn,1,1,124323,124109,214,0.3944,2442.7
bul_Cyrl-und_Geor,bul_Cyrl,und_Geor,1,1,46190,46168,22,0.0882,972.8
fur_Latn-sqi_Latn,fur_Latn,sqi_Latn,1,1,95907,95800,107,0.6558,2209.1
bul_Cyrl-gug_Latn,bul_Cyrl,gug_Latn,1,1,44057,44047,10,0.5233,1001.7
isl_Latn-pan_Guru,isl_Latn,pan_Guru,1,1,76572,76566,6,0.6733,1561.6
ell_Grek-und_Geor,ell_Grek,und_Geor,1,1,53333,53074,259,0.0789,1254.1
fry_Latn-mkd_Cyrl,fry_Latn,mkd_Cyrl,1,1,174884,174883,1,0.3284,3338.5
khm_Khmr-sun_Latn,khm_Khmr,sun_Latn,1,1,95721,95708,13,0.5875,1889.5
dan_Latn-nds_Latn,dan_Latn,nds_Latn,1,1,218191,218152,39,0.5984,4112.4
fur_Latn-mal_Mlym,fur_Latn,mal_Mlym,1,1,28642,28642,0,0.5258,566.0
bul_Cyrl-nds_Latn,bul_Cyrl,nds_Latn,1,1,180043,180007,36,0.5078,3569.3
heb_Hebr-nds_Latn,heb_Hebr,nds_Latn,1,1,146207,146186,21,0.4947,2855.7
gsw_Latn-nob_Latn,gsw_Latn,nob_Latn,1,1,88484,88466,18,0.7633,1722.6
ell_Grek-und_Hira,ell_Grek,und_Hira,1,1,77718,77699,19,0.3833,1525.9
fur_Latn-nno_Latn,fur_Latn,nno_Latn,1,1,37654,37625,29,0.6990,769.3
heb_Hebr-und_Geor,heb_Hebr,und_Geor,1,1,39806,39792,14,0.0982,903.9
guj_Gujr-mya_Mymr,guj_Gujr,mya_Mymr,1,1,52747,52740,7,0.7124,952.7
bul_Cyrl-und_Hira,bul_Cyrl,und_Hira,1,1,69191,69168,23,0.3596,1331.1
gla_Latn-nor_Latn,gla_Latn,nor_Latn,1,1,57061,57058,3,0.2262,951.7
kin_Latn-lug_Latn,kin_Latn,lug_Latn,1,1,131629,131567,62,0.4037,2477.7
est_Latn-nds_Latn,est_Latn,nds_Latn,1,1,86640,86633,7,0.5517,1461.5
dan_Latn-kiu_Latn,dan_Latn,kiu_Latn,1,1,202272,202117,155,0.3296,3930.9
heb_Hebr-und_Hira,heb_Hebr,und_Hira,1,1,75785,75770,15,0.3383,1273.9
guj_Gujr-hye_Armn,guj_Gujr,hye_Armn,1,1,57819,57815,4,0.6532,945.8
ell_Grek-kiu_Latn,ell_Grek,kiu_Latn,1,1,169950,169866,84,0.4123,3067.3
isl_Latn-xho_Latn,isl_Latn,xho_Latn,1,1,201623,201437,186,0.6506,3762.1
bul_Cyrl-und_Kana,bul_Cyrl,und_Kana,1,1,233695,233654,41,0.4796,4151.7
guj_Gujr-npi_Deva,guj_Gujr,npi_Deva,1,1,839187,838893,294,0.5607,14404.4
est_Latn-fro_Latn,est_Latn,fro_Latn,1,1,39508,39495,13,0.3832,782.4
ind_Latn-kiu_Latn,ind_Latn,kiu_Latn,1,1,72647,72547,100,0.2013,1421.5
lao_Laoo-mar_Deva,lao_Laoo,mar_Deva,1,1,55591,55579,12,0.4172,1160.6
hye_Armn-mal_Mlym,hye_Armn,mal_Mlym,1,1,188463,188442,21,0.6318,3146.8
guj_Gujr-nob_Latn,guj_Gujr,nob_Latn,1,1,116084,116075,9,0.8152,2030.5
ell_Grek-nds_Latn,ell_Grek,nds_Latn,1,1,195762,195735,27,0.6219,3321.7
glg_Latn-und_Kana,glg_Latn,und_Kana,1,1,82862,82861,1,0.5295,1406.4
guj_Gujr-pus_Arab,guj_Gujr,pus_Arab,1,1,32841,32841,0,0.5308,536.9
dan_Latn-fro_Latn,dan_Latn,fro_Latn,1,1,134232,134135,97,0.4162,2424.4
mar_Deva-pan_Guru,mar_Deva,pan_Guru,1,1,877931,877780,151,0.5440,15768.6
dan_Latn-und_Hira,dan_Latn,und_Hira,1,1,71735,71716,19,0.4063,1249.3
dan_Latn-und_Kana,dan_Latn,und_Kana,1,1,268423,268399,24,0.4682,4713.0
kin_Latn-nya_Latn,kin_Latn,nya_Latn,1,1,316976,316881,95,0.4808,5592.7
hye_Armn-mya_Mymr,hye_Armn,mya_Mymr,1,1,140522,140510,12,0.6208,2414.6
ell_Grek-gug_Latn,ell_Grek,gug_Latn,1,1,59875,59869,6,0.5282,1139.8
mar_Deva-als_Latn,mar_Deva,als_Latn,1,1,240948,240872,76,0.6448,4264.1
ell_Grek-xav_Latn,ell_Grek,xav_Latn,1,1,71420,71416,4,0.7764,1416.8
isl_Latn-mlt_Latn,isl_Latn,mlt_Latn,1,1,910793,910351,442,0.7127,17018.9
ibo_Latn-jav_Latn,ibo_Latn,jav_Latn,1,1,52080,52080,0,0.2169,1000.7
mar_Deva-swh_Latn,mar_Deva,swh_Latn,1,1,140022,139973,49,0.6326,2686.5
ell_Grek-und_Kana,ell_Grek,und_Kana,1,1,275355,275333,22,0.4551,5147.2
heb_Hebr-und_Kana,heb_Hebr,und_Kana,1,1,265652,265607,45,0.4249,5120.3
mar_Deva-yor_Latn,mar_Deva,yor_Latn,1,1,92916,92912,4,0.5211,1835.6
ind_Latn-und_Kana,ind_Latn,und_Kana,1,1,351387,351262,125,0.3074,6489.3
hye_Armn-mkd_Cyrl,hye_Armn,mkd_Cyrl,1,1,342088,342019,69,0.6748,6213.5
glg_Latn-nds_Latn,glg_Latn,nds_Latn,1,1,161894,161873,21,0.6285,3121.0
ind_Latn-xav_Latn,ind_Latn,xav_Latn,1,1,61095,61092,3,0.3766,1123.2
est_Latn-und_Kana,est_Latn,und_Kana,1,1,101574,101552,22,0.5073,1919.0
ind_Latn-nds_Latn,ind_Latn,nds_Latn,1,1,102724,102712,12,0.4431,1864.0
ind_Latn-ban_Latn,ind_Latn,ban_Latn,1,1,526644,526444,200,0.0987,9682.3
kin_Latn-tso_Latn,kin_Latn,tso_Latn,1,1,229488,229386,102,0.4467,4378.4
swa_Latn-tir_Ethi,swa_Latn,tir_Ethi,1,1,109898,109891,7,0.5032,2038.6
hye_Armn-mon_Cyrl,hye_Armn,mon_Cyrl,1,1,75541,75535,6,0.5249,1365.1
ind_Latn-shn_Mymr,ind_Latn,shn_Mymr,1,1,186645,186641,4,0.0868,3576.6
mar_Deva-xho_Latn,mar_Deva,xho_Latn,1,1,159504,159487,17,0.4402,3023.7
heb_Hebr-fro_Latn,heb_Hebr,fro_Latn,1,1,46154,46127,27,0.3310,882.5
msa_Latn-nds_Latn,msa_Latn,nds_Latn,1,1,51012,51011,1,0.6218,921.4
ind_Latn-bew_Latn,ind_Latn,bew_Latn,1,1,107471,107407,64,0.0949,1996.5
lvs_Latn-nds_Latn,lvs_Latn,nds_Latn,1,1,64417,64404,13,0.5774,1196.7
mar_Deva-zul_Latn,mar_Deva,zul_Latn,1,1,57876,57867,9,0.5497,1097.6
ibo_Latn-khm_Khmr,ibo_Latn,khm_Khmr,1,1,73512,73508,4,0.5441,1307.7
lit_Latn-nds_Latn,lit_Latn,nds_Latn,1,1,116506,116493,13,0.4879,2053.0
ind_Latn-und_Hira,ind_Latn,und_Hira,1,1,81053,81028,25,0.3407,1511.1
kan_Knda-mlg_Latn,kan_Knda,mlg_Latn,1,1,36547,36545,2,0.4298,527.5
kir_Cyrl-mkd_Cyrl,kir_Cyrl,mkd_Cyrl,1,1,121806,121785,21,0.5104,2030.3
kan_Knda-plt_Latn,kan_Knda,plt_Latn,1,1,40661,40659,2,0.7416,603.5
kan_Knda-wln_Latn,kan_Knda,wln_Latn,1,1,21132,21129,3,0.5980,348.3
kir_Cyrl-nep_Deva,kir_Cyrl,nep_Deva,1,1,63810,63801,9,0.5280,939.8
isl_Latn-swa_Latn,isl_Latn,swa_Latn,1,1,415704,415629,75,0.4439,7154.5
kas_Deva-mal_Mlym,kas_Deva,mal_Mlym,1,1,103440,103427,13,0.2508,1528.4
guj_Gujr-sin_Sinh,guj_Gujr,sin_Sinh,1,1,782495,782308,187,0.5601,13256.5
mlt_Latn-als_Latn,mlt_Latn,als_Latn,1,1,202210,201690,520,0.4973,3247.6
kir_Cyrl-sin_Sinh,kir_Cyrl,sin_Sinh,1,1,105296,105278,18,0.5931,1505.3
kan_Knda-nep_Deva,kan_Knda,nep_Deva,1,1,487216,487207,9,0.5539,7910.9
hye_Armn-kan_Knda,hye_Armn,kan_Knda,1,1,43027,43019,8,0.7283,584.0
kir_Cyrl-som_Latn,kir_Cyrl,som_Latn,1,1,43979,43972,7,0.4433,624.4
khk_Cyrl-tel_Telu,khk_Cyrl,tel_Telu,1,1,83571,83532,39,0.6661,1203.7
mlt_Latn-swh_Latn,mlt_Latn,swh_Latn,1,1,94150,94047,103,0.6504,1375.5
ben_Beng-ory_Orya,ben_Beng,ory_Orya,1,1,1547464,1547414,50,0.5698,26637.6
kan_Knda-nor_Latn,kan_Knda,nor_Latn,1,1,114820,114794,26,0.2994,1573.4
kir_Cyrl-sqi_Latn,kir_Cyrl,sqi_Latn,1,1,78194,78189,5,0.4372,1089.7
swa_Latn-xho_Latn,swa_Latn,xho_Latn,1,1,399417,399224,193,0.3708,6121.4
hye_Armn-khm_Khmr,hye_Armn,khm_Khmr,1,1,167472,167443,29,0.6043,2372.3
swa_Latn-tsn_Latn,swa_Latn,tsn_Latn,1,1,187886,187789,97,0.3391,2705.2
isl_Latn-swh_Latn,isl_Latn,swh_Latn,1,1,353861,353733,128,0.6662,4940.2
hye_Armn-nep_Deva,hye_Armn,nep_Deva,1,1,120826,120799,27,0.5137,1591.7
khm_Khmr-mkd_Cyrl,khm_Khmr,mkd_Cyrl,1,1,275034,275002,32,0.6042,3722.1
swa_Latn-yor_Latn,swa_Latn,yor_Latn,1,1,234949,234909,40,0.3820,3181.0
kir_Cyrl-tat_Cyrl,kir_Cyrl,tat_Cyrl,1,1,369723,369699,24,0.5823,5253.7
mar_Deva-san_Deva,mar_Deva,san_Deva,1,1,208930,208917,13,0.2611,3306.7
hye_Armn-sqi_Latn,hye_Armn,sqi_Latn,1,1,205964,205928,36,0.5422,3343.9
hye_Armn-tgk_Cyrl,hye_Armn,tgk_Cyrl,1,1,85082,85069,13,0.5255,1226.2
swh_Latn-yor_Latn,swh_Latn,yor_Latn,1,1,293462,293437,25,0.4933,4652.5
swa_Latn-zul_Latn,swa_Latn,zul_Latn,1,1,374065,373940,125,0.5032,5636.3
swh_Latn-tir_Ethi,swh_Latn,tir_Ethi,1,1,126523,126520,3,0.5229,1760.3
tir_Ethi-zul_Latn,tir_Ethi,zul_Latn,1,1,138628,138627,1,0.5677,1926.1
kan_Knda-snd_Arab,kan_Knda,snd_Arab,1,1,704883,704846,37,0.5597,10053.9
mar_Deva-swa_Latn,mar_Deva,swa_Latn,1,1,297945,297912,33,0.2772,4237.0
khm_Khmr-sin_Sinh,khm_Khmr,sin_Sinh,1,1,488732,488723,9,0.6623,7169.1
mal_Mlym-sqi_Latn,mal_Mlym,sqi_Latn,1,1,381961,381947,14,0.3243,5256.1
pan_Guru-als_Latn,pan_Guru,als_Latn,1,1,31100,31076,24,0.5508,443.9
mkd_Cyrl-lim_Latn,mkd_Cyrl,lim_Latn,1,1,34476,34445,31,0.6127,529.9
kan_Knda-sqi_Latn,kan_Knda,sqi_Latn,1,1,83384,83378,6,0.4441,1131.6
tsn_Latn-yor_Latn,tsn_Latn,yor_Latn,1,1,153676,153653,23,0.2644,2137.9
pan_Guru-san_Deva,pan_Guru,san_Deva,1,1,111543,111522,21,0.1822,1827.9
khm_Khmr-sqi_Latn,khm_Khmr,sqi_Latn,1,1,147332,147324,8,0.4347,2152.1
khk_Cyrl-nor_Latn,khk_Cyrl,nor_Latn,1,1,87593,87543,50,0.4361,1354.2
pan_Guru-swa_Latn,pan_Guru,swa_Latn,1,1,62038,62033,5,0.3364,926.2
khm_Khmr-khk_Cyrl,khm_Khmr,khk_Cyrl,1,1,73733,73730,3,0.6085,1105.7
pan_Guru-xho_Latn,pan_Guru,xho_Latn,1,1,56963,56961,2,0.5194,911.0
swh_Latn-xho_Latn,swh_Latn,xho_Latn,1,1,340268,340011,257,0.5968,5211.4
kin_Latn-lin_Latn,kin_Latn,lin_Latn,1,1,162022,161835,187,0.3992,2774.3
